reconstructed,isv_id,isv_form,match_score,N,is_best,etm_info,cognates
velěti,16205,velěti,100.0,2,True,"From Proto-Balto-Slavic *wel- / *welˀ-, from Proto-Indo-European *welh₁-. Cognate with Old Lithuanian velti (“to allow”), 1sg. velmi, Latin volō (“to want”), inf. velle, Gothic 𐍅𐌹𐌻𐌾𐌰𐌽 (wiljan, “to want”), English will, Sanskrit वृणाति (vṛṇā́ti, “to choose, to prefer”), Avestan 𐬬𐬆𐬭𐬆𐬥𐬙𐬉‎ (vərəntē, “to choose, to prefer”), Welsh gwell (“better”), Ancient Greek ἔλδομαι (éldomai, “to wish”).

","{'Old East Slavic': ['велѣти'], 'Old Ruthenian': ['велѣти'], 'Ukrainian': ['веліти'], 'Russian': ['велеть', '1sg. велю', '3sg. велит'], 'Old Cyrillic': ['велѣти', '1sg. велѭ'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['веля', 'велям (dialectal)'], 'Cyrillic': ['1sg. вѐлӣм (“I say”)'], 'Latin': ['1sg. vèlīm (“I say”)'], 'Chakavian (Vrgada)': ['3sg. velĩ (“(he) says”)'], 'Slovene': ['velẹti (tonal orthography)', '1sg. velím (tonal orthography)'], 'Old Czech': ['veleti'], 'Czech': ['velet'], 'Old Polish': ['wielić (“to command”)[1]'], 'Slovak': ['veliť']}"
ręsa,13123,ręsa,100.0,2,True,"Per Vasmer, originating from *ręditi (“to arrange”) +‎ *-sa.

","{'Old East Slavic': ['ряса'], 'Russian': ['ряса'], 'Ukrainian': ['ряса'], 'Cyrillic': ['рѧса'], 'Glagolitic': ['ⱃⱑⱄⰰ'], 'Bulgarian': ['реса (', '“contour strand (in sewing)”)'], 'Macedonian': ['реса (', '“tassel”)'], 'Serbo-Croatian': ['реса (“turf”)'], 'Slovene': ['rẹsа'], 'Czech': ['řasa'], 'Polish': ['rzęsa'], 'Slovak': ['riasa (“seaweed”)'], 'Lower Sorbian': ['rěsа'], 'Upper Sorbian': ['rjasa']}"
lъžь,6176,lȯž,100.0,2,True,"From Proto-Balto-Slavic *lugis, from Proto-Indo-European *h₂lewgʰ-.

","{'Russian': ['ложь'], 'Old Church Slavonic': ['лъжь'], 'Cyrillic': ['лаж'], 'Latin': ['laž'], 'Slovene': ['lȃž (tonal orthography)'], 'Old Czech': ['lež'], 'Czech': ['lež'], 'Polish': ['łeż (obsolete)'], 'Slovak': ['lož']}"
brodъ,1151,brod,100.0,2,True,"From Proto-Balto-Slavic *brádas, from Proto-Indo-European *bʰrodʰ-o-s, from *bʰredʰ- (“to wade”). Equivalent to *brestì +‎ *-ъ.

","{'Old East Slavic': ['бродъ'], 'Old Belarusian': ['бродъ'], 'Belarusian': ['брод'], 'Russian': ['брод'], 'Ukrainian': ['брід'], 'Bulgarian': ['брод'], 'Macedonian': ['брод'], 'Serbo-Croatian': ['brȏd'], 'Chakavian Serbo-Croatian': ['brọd', 'broda (genitive)'], 'Slovene': ['brọd (tonal orthography)'], 'Old Czech': ['brod'], 'Czech': ['brod'], 'Polish': ['bród'], 'Slovak': ['brod'], 'Upper Sorbian': ['bród'], 'Lower Sorbian': ['brod']}"
žędati,17802,žędati,100.0,2,True,"From Proto-Balto-Slavic *gendātei, from Proto-Indo-European *gʷʰn̥dʰéti, from *gʷʰedʰ- (“to yearn, to pray for”) with a nasal infix. Cognate with Lithuanian pasigèsti (“to miss”) (1p. pres. pasigendù), further akin to Lithuanian gedáuti (“to desire, to yearn”), gedė́ti (“to mourn”).

","{'Old East Slavic': ['жадати'], 'Old Ruthenian': ['жадати', 'жедати', 'жодати (dialectal)'], 'Belarusian': ['жадаць'], 'Ukrainian': ['жадати', 'жєдати (dialectal)'], 'Russian': ['жадать (', '“to thirst for”) (archaic or dialectal)', 'cf. modern жаждать (', '“to crave”)'], 'Old Church Slavonic': ['жѧдати'], 'Bulgarian': ['жедам (dialectal)'], 'Czech': ['žádat'], 'Old Polish': ['żędać'], 'Polish': ['żądać'], 'Slovak': ['žiadať'], 'Upper Sorbian': ['žadać'], 'Lower Sorbian': ['žedaś'], '→ Romanian': ['jindui']}"
vęzъ,16334,vęz,100.0,2,True,"From Proto-Balto-Slavic *winźas, from Proto-Indo-European *winǵos, variant of *wiǵo.[1]
See also English wych (“elm”), Northern Kurdish bizî. Balto-Slavic cognates include Latvian vîksna, Lithuanian vìnkšna.

","{'Old East Slavic': ['вѧзъ'], 'Old Ruthenian': ['вѧзъ'], 'Belarusian': ['вяз'], 'Ukrainian': [""в'яз""], 'Russian': ['вяз'], 'Cyrillic': ['вез'], 'Latin': ['vȇz'], 'Slovene': ['vêz (tonal orthography)'], 'Czech': ['vaz'], 'Slovak': ['väz'], 'Old Polish': ['wiąz'], 'Polish': ['wiąz'], 'Lower Sorbian': ['wěz'], 'Upper Sorbian': ['wjaz']}"
slaviti,13836,slaviti,100.0,2,True,"From *slava +‎ *-iti.

","{'Belarusian': ['славіць'], 'Russian': ['славить'], 'Ukrainian': ['славити'], 'Old Cyrillic': ['славити'], 'Bulgarian': ['славя'], 'Macedonian': ['слави'], 'Cyrillic': ['славити'], 'Latin': ['slȁviti'], 'Slovene': ['slavíti (tonal orthography)'], 'Czech': ['slavit'], 'Polish': ['sławić'], 'Slovak': [""slavit'""], 'Upper Sorbian': ['sławić'], 'Lower Sorbian': ['sławiś']}"
za,17060,za,100.0,2,True,"From Proto-Balto-Slavic *źō, from Proto-Indo-European *ǵʰō (“behind, under, out of, because of”), itself perhaps a pronominal instrumental form from the *gʰe, *gʰo. Cognate with East Lithuanian аžù (аž before vowels) from *аžúо (“behind”), dial. Latvian аz, âz alongside with àiz- (“behind, beyond”).

","{'Old Ruthenian': ['за'], 'Belarusian': ['за'], 'Rusyn': ['за'], 'Ukrainian': ['за'], 'Russian': ['за'], 'Old Novgorodian': ['ꙁа'], 'Old Cyrillic': ['за'], 'Glagolitic': ['ⰸⰰ'], 'Bulgarian': ['за'], 'Macedonian': ['за', 'зад'], 'Cyrillic': ['за'], 'Latin': ['za'], 'Slovene': ['za (tonal orthography)'], 'Old Czech': ['za'], 'Czech': ['za'], 'Bohemian (Chod dialect)': ['za'], 'Kashubian': ['za', 'zó'], 'Old Polish': ['za'], 'Polish': ['za'], 'Slovak': ['za'], 'Upper Sorbian': ['za'], 'Lower Sorbian': ['za']}"
za,17063,za,100.0,2,True,"From Proto-Balto-Slavic *źō, from Proto-Indo-European *ǵʰō (“behind, under, out of, because of”), itself perhaps a pronominal instrumental form from the *gʰe, *gʰo. Cognate with East Lithuanian аžù (аž before vowels) from *аžúо (“behind”), dial. Latvian аz, âz alongside with àiz- (“behind, beyond”).

","{'Old Ruthenian': ['за'], 'Belarusian': ['за'], 'Rusyn': ['за'], 'Ukrainian': ['за'], 'Russian': ['за'], 'Old Novgorodian': ['ꙁа'], 'Old Cyrillic': ['за'], 'Glagolitic': ['ⰸⰰ'], 'Bulgarian': ['за'], 'Macedonian': ['за', 'зад'], 'Cyrillic': ['за'], 'Latin': ['za'], 'Slovene': ['za (tonal orthography)'], 'Old Czech': ['za'], 'Czech': ['za'], 'Bohemian (Chod dialect)': ['za'], 'Kashubian': ['za', 'zó'], 'Old Polish': ['za'], 'Polish': ['za'], 'Slovak': ['za'], 'Upper Sorbian': ['za'], 'Lower Sorbian': ['za']}"
za,17064,za,100.0,2,True,"From Proto-Balto-Slavic *źō, from Proto-Indo-European *ǵʰō (“behind, under, out of, because of”), itself perhaps a pronominal instrumental form from the *gʰe, *gʰo. Cognate with East Lithuanian аžù (аž before vowels) from *аžúо (“behind”), dial. Latvian аz, âz alongside with àiz- (“behind, beyond”).

","{'Old Ruthenian': ['за'], 'Belarusian': ['за'], 'Rusyn': ['за'], 'Ukrainian': ['за'], 'Russian': ['за'], 'Old Novgorodian': ['ꙁа'], 'Old Cyrillic': ['за'], 'Glagolitic': ['ⰸⰰ'], 'Bulgarian': ['за'], 'Macedonian': ['за', 'зад'], 'Cyrillic': ['за'], 'Latin': ['za'], 'Slovene': ['za (tonal orthography)'], 'Old Czech': ['za'], 'Czech': ['za'], 'Bohemian (Chod dialect)': ['za'], 'Kashubian': ['za', 'zó'], 'Old Polish': ['za'], 'Polish': ['za'], 'Slovak': ['za'], 'Upper Sorbian': ['za'], 'Lower Sorbian': ['za']}"
za,17059,za,100.0,2,True,"From Proto-Balto-Slavic *źō, from Proto-Indo-European *ǵʰō (“behind, under, out of, because of”), itself perhaps a pronominal instrumental form from the *gʰe, *gʰo. Cognate with East Lithuanian аžù (аž before vowels) from *аžúо (“behind”), dial. Latvian аz, âz alongside with àiz- (“behind, beyond”).

","{'Old Ruthenian': ['за'], 'Belarusian': ['за'], 'Rusyn': ['за'], 'Ukrainian': ['за'], 'Russian': ['за'], 'Old Novgorodian': ['ꙁа'], 'Old Cyrillic': ['за'], 'Glagolitic': ['ⰸⰰ'], 'Bulgarian': ['за'], 'Macedonian': ['за', 'зад'], 'Cyrillic': ['за'], 'Latin': ['za'], 'Slovene': ['za (tonal orthography)'], 'Old Czech': ['za'], 'Czech': ['za'], 'Bohemian (Chod dialect)': ['za'], 'Kashubian': ['za', 'zó'], 'Old Polish': ['za'], 'Polish': ['za'], 'Slovak': ['za'], 'Upper Sorbian': ['za'], 'Lower Sorbian': ['za']}"
orstъ,12432,råst,100.0,2,True,"From Proto-Indo-European *h₃erdʰ- (“to grow”).

","{'Old East Slavic': ['ростъ'], 'Belarusian': ['рост'], 'Russian': ['рост'], 'Ukrainian': ['ріст'], 'Old Cyrillic': ['растъ'], 'Bulgarian': ['ръст'], 'Macedonian': ['раст'], 'Cyrillic': ['раст'], 'Latin': ['rȃst'], 'Slovene': ['rȃst (tonal orthography)'], 'Old Czech': ['róst'], 'Czech': ['růst'], 'Polabian': ['rüst'], 'Polish': ['rost (dialectal)'], 'Slovak': ['rast'], 'Upper Sorbian': ['róst']}"
borniti,1101,bråniti,100.0,2,True,"From *bornь (“defence”) +‎ *-iti.

","{'Old Belarusian': ['боронити'], 'Russian': ['боронить'], 'Ukrainian': ['боронити'], 'Bulgarian': ['браня'], 'Macedonian': ['брани'], 'Cyrillic': ['бранити'], 'Latin': ['braniti'], 'Slovene': ['branīti (tonal orthography)'], 'Old Czech': ['brániti'], 'Czech': ['bránit'], 'Kashubian': ['bronic'], 'Polish': ['bronić']}"
rešeto,17916,rešeto,100.0,2,True,"(This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium.)
From root *reš-  +‎ *-eto.

","{'Old East Slavic': ['решето', 'рѣшето'], 'Belarusian': ['рэшата'], 'Russian': ['решето'], 'Ukrainian': ['решето'], 'Bulgarian': ['решето'], 'Macedonian': ['решето'], 'Cyrillic': ['решѐто'], 'Latin': ['rešèto'], 'Chakavian (Vrgada)': ['rešetȍ'], 'Chakavian (Orbanići)': ['rešetȍ'], 'Kajkavian (Bednja)': ['rešātȅ'], 'Slovene': ['rešéto'], 'Old Czech': ['řešeto'], 'Czech': ['řešeto (archaic)'], 'Bohemian (Chod dialect)': ['řešeto', 'řešato'], 'Polabian': ['risetĕ'], 'Polish': ['rzeszoto'], 'Slovak': ['rešeto'], 'Upper Sorbian': ['ŕešo'], '⇒ Lower Sorbian': ['rjašeśina']}"
osъpa,9643,ospa,100.0,2,True,"From *osuti (“to secrete, to pour”) +‎ *-a.

","{'Old East Slavic': ['осъпа'], 'Belarusian': ['воспа'], 'Russian': ['оспа'], 'Ukrainian': ['віспа'], 'Old Church Slavonic': ['осъпа'], 'Bulgarian': ['оспа'], 'Serbo-Croatian': ['оспа / ȍspa'], '⇒ Serbo-Croatian': ['оспице / ȍspice'], '⇒ Slovene': ['óspice'], 'Polish': ['ospa'], '⇒ Slovak': ['osýpky'], '⇒ Lower Sorbian': ['wospica'], '⇒ Upper Sorbian': ['wospica']}"
nesti,7966,nesti,100.0,2,True,"From Proto-Balto-Slavic *neśtei (“to carry”), from Proto-Indo-European *h₁neḱ- (Derksen), *neḱ- / *eneḱ- (“to reach, arrive, carry”) (ЭССЯ) or *h₂neḱ-. Cognates include Ancient Greek ἤνεγκα (ḗnenka, “I brought”) (aorist of φέρω (phérō)).

","{'Old East Slavic': ['нестиOld Ruthenian'], 'Cyrillic': ['нести'], 'Glagolitic': ['ⱀⰵⱄⱅⰻ'], 'Bulgarian': ['неса'], 'Macedonian': ['несе'], 'Latin': ['nȅsti'], 'Slovene': ['nésti (tonal orthography)'], 'Old Czech': ['nésti'], 'Czech': ['nést'], 'Polish': ['nieść'], 'Silesian': ['niyś'], 'Slovincian': ['ńìḙsc'], 'Slovak': ['niesť'], 'Upper Sorbian': ['njesć'], 'Lower Sorbian': ['njasć']}"
lixva,6002,lihva,100.0,2,True,"Borrowed from Gothic *𐌻𐌴𐌹𐍈𐌰 (*leiƕa), from 𐌻𐌴𐌹𐍈𐌰𐌽 (leiƕan, “to lend”), from Proto-Germanic *līhwaną (“to lend”), from Proto-Indo-European *léykʷt, from *leykʷ- (“to leave”).

","{'Russian': ['лихва'], 'Ukrainian': ['лихва'], 'Old Church Slavonic': ['лихва'], 'Bulgarian': ['лихва'], 'Macedonian': ['лихва'], 'Cyrillic': ['лихва'], 'Latin': ['lihva'], 'Slovene': ['lȋhva'], 'Czech': ['lichva'], 'Polish': ['lichwa'], 'Upper Sorbian': ['lichwa']}"
lože,6177,lože,100.0,2,True,"From Proto-Indo-European *logʰ-yo-m, from *legʰ-. Equivalent to *logъ (“base, lair”) +‎ *-je. Cognate with Ancient Greek λόχος (lókhos), Proto-Germanic *lagą.

","{'⇒ Belarusian': ['ложак'], 'Russian': ['ложе'], 'Ukrainian': ['ложе'], 'Cyrillic': ['ложе'], 'Glagolitic': ['ⰾⱁⰶⰵ'], 'Bulgarian': ['ложе'], 'Latin': ['lože'], 'Slovene': ['lọžе (obsolete)'], 'Old Czech': ['lože'], 'Czech': ['lože'], 'Polish': ['łoże'], '⇒ Slovak': ['ložko'], 'Lower Sorbian': ['łоžо'], 'Upper Sorbian': ['łоžо']}"
stojati,14460,stojati,100.0,2,True,"From earlier *stojěti, from Proto-Balto-Slavic *stajḗˀtei, from Proto-Indo-European *steh₂- (“to stand”) + *-ěti. 
Perhaps a denominal stative (called ""essive"" in LIV[1]) derived from an earlier participle stem or from a ""Balto-Slavic stative derivative""[2][3] related to the original Proto-Indo-European *-éh₁ti stative suffix. Parallel to Proto-Slavic *stajati.
Cognate with Proto-Italic *staēō.

","{'Old East Slavic': ['стоꙗти'], 'Belarusian': ['стаяць'], 'Russian': ['стоять'], 'Ukrainian': ['стояти'], 'Cyrillic': ['стајати'], 'Glagolitic': ['ⱄⱅⱁⱑⱅⰻ'], 'Bulgarian': ['стоя'], 'Macedonian': ['стои'], 'Latin': ['stȁjati'], 'Slovene': ['státi (tonal orthography)'], 'Czech': ['stát'], 'Kashubian': ['stac', 'stojec'], 'Polish': ['stać', 'stáć (obsolete or dialectal)', 'stojać (dialectal)', 'stojeć (dialectal)'], 'Silesian': ['stŏć'], 'Slovak': ['stáť'], 'Upper Sorbian': ['stać', 'stojeć', 'stejeć'], 'Lower Sorbian': ['stojaś']}"
pariti,9938,pariti,100.0,2,True,,"{'Old East Slavic': ['парити'], 'Russian': ['парить', '1sg. парю', '3sg. парит'], 'Old Church Slavonic': ['парѧщѧ (', '“which flew”', 'fem. acc. pl. pres. act. part.)'], 'Polish': ['parzyć']}"
bělěti,688,bělěti,100.0,2,True,"From *bělъ (“white”) +‎ *-ěti.

","{'Old East Slavic': ['бѣлѣтисꙗ'], 'Belarusian': ['бялець'], 'Russian': ['белеть'], 'Old Ukrainian': ['бѣлѣти'], 'Ukrainian': ['біліти'], 'Bulgarian': ['белея'], 'Macedonian': ['белее'], 'Cyrillic': ['белети'], 'Latin': ['béleti'], 'Slovene': ['bẹleti (tonal orthography)'], 'Czech': ['běleti'], 'Polish': ['bieleć'], 'Slovak': ['belieť'], 'Upper Sorbian': ['běleć'], 'Lower Sorbian': ['běleś']}"
kalъ,4726,kal,100.0,2,True,"Unknown. No reliable non-Slavic cognates have been identified to date (including in Baltic languages, which is surprising considering some archaic features of the word).
Semantically close Ancient Greek πηλός (pēlós, “clay, mud, bog”) (also Doric πᾱλός (pālós), which could indicate possible derivation from *kʷālos) is unexplained as well, since derivation from a common IE **kʷeh₂los is prevented by accentuation (Hirt's law). Beekes suspected it to be a Pre-Greek (non-IE substrate) borrowing.
Something similar is Latin squālus (“dirty, unkempt”): there's no etymology, sematics seems to be close and according to de Vaan, sequence ""squ-"" indicates it isn't an inherited word. However, the root may be derived to squālor (“filth, roughness of the surface”) and squāma (“scale”) even though those lack an etymology as well.
Sanskrit काल (kāla, “black, very dark blue”) is either a Dravidian borrowing or a late development, thus unrelated.

","{'Russian': ['кал'], 'Ukrainian': ['кал'], 'Cyrillic': ['кал'], 'Glagolitic': ['[Term?]'], 'Bulgarian': ['кал'], 'Macedonian': ['кал'], 'Latin': ['kȃl'], 'Slovene': ['kȃl'], 'Czech': ['kal'], 'Polish': ['kał'], 'Slovak': ['kal']}"
drъžati,2386,držati,100.0,2,True,"From Proto-Balto-Slavic *drugjā́ˀtei.

","{'Old East Slavic': ['дрожати'], 'Russian': ['дрожать'], 'Old Czech': ['držeti', 'dřežeti'], 'Polish': ['drżeć'], 'Upper Sorbian': ['ržeć'], 'Lower Sorbian': ['rdžaś']}"
luščiti,6210,luščiti,100.0,2,True,"From *luskà +‎ *-iti.

","{'Belarusian': ['лушчыць'], 'Russian': ['лущить'], 'Ukrainian': ['лущити'], 'Bulgarian': ['лющя', 'лущя'], 'Macedonian': ['лушти'], 'Cyrillic': ['љуштити'], 'Latin': ['ljúštiti'], 'Slovene': ['luščīti (tonal orthography)'], 'Old Czech': ['luščiti'], 'Czech': ['luštit'], 'Moravian (Mistřice)': ['uúščit'], 'Polish': ['łuszczyć'], 'Slovak': ['lúštiť'], 'Upper Sorbian': ['łušćić'], 'Lower Sorbian': ['łušćiś']}"
xotěti,3500,hotěti,100.0,2,True,"(This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium.)

","{'Old East Slavic': ['хотѣтиBelarusian'], 'Old Church Slavonic': ['хотѣти', 'хътѣти'], 'Bulgarian': ['ща', 'ще'], 'Macedonian': ['ќе', 'неќе'], 'Cyrillic': ['хтети', 'хтјети (Present хоћу', 'хоћеш and so on', 'also the special auxiliary form ћу', 'ћеш etc.)'], 'Latin': ['htȅti', 'htjȅti (Present hoću', 'hoćeš and so on', 'also the special auxiliary form ću', 'ćes etc.)'], 'Slovene': ['hotẹti', 'htẹti (tonal orthography)'], 'Old Czech': ['chtieti'], 'Czech': ['chtít'], 'Moravian (Mistřice)': ['chťet'], 'Kashubian': ['chcec'], 'Polabian': ['*tet'], 'Old Polish': ['chcieć', 'chocieć', 'kcieć', 'ścieć'], 'Polish': ['chcieć'], 'Slovak': ['chcieť'], 'Slovincian': ['cìec[1]'], 'Upper Sorbian': ['chcyć'], 'Lower Sorbian': ['kśěś']}"
město,6541,město,100.0,2,True,"Probably from Proto-Indo-European *moyth₂- (“to change place”)[1] + *-to, substantivized from an earlier adjective. Cognate[2] with Pashto مېشت‎ (mēšt, “settled”) (< *máištah). Likely not a direct cognate, but still possibly related to Lithuanian maĩstas (“nourishment, food”).
The secondary sense “city, urban center” is a calque of Old High German stat < Proto-Germanic *stadiz (“stead, place”).

","{'Old East Slavic': ['мѣсто (', '“place', 'location”)'], 'Russian': ['место'], '→ Finnish': ['mesta'], 'Belarusian': ['места (', '“city”)'], 'Rusyn': ['місто (', '“city”) (regional)'], 'Ukrainian': ['місто (', '“city”)'], 'Old Church Slavonic': ['мѣсто'], 'Bulgarian': ['място'], 'Macedonian': ['место'], 'Cyrillic': ['мјесто', 'место'], 'Latin': ['mjȅsto', 'mȅsto'], 'Chakavian (Vrgada)': ['misto'], 'Chakavian (Orbanići)': ['mȅsto'], 'Kajkavian (Bednja)': ['mȅste'], 'Slovene': ['mẹsto (tonal orthography)'], 'Old Czech': ['město (“city”)'], 'Czech': ['město (“city”)', 'místo (“place', 'location”)'], 'Kashubian': ['miasto (“city”)'], 'Old Polish': ['miasto (“location', 'state”)'], 'Polish': ['miasto (“city”)'], '→ Latvian': ['miẽsts (“city”)'], '→ Lithuanian': ['miẽstas (“city”)'], '→ Old Prussian': ['mestan (“city”)'], 'Silesian': ['mjasto'], 'Slovak': ['mesto (“city”)', 'miesto (“place', 'location”)'], 'Lower Sorbian': ['město (“city”)'], 'Upper Sorbian': ['město (“city”)']}"
synъ,14847,syn,100.0,2,True,"From Proto-Balto-Slavic *sū́ˀnus, from Proto-Indo-European *suHnús.

","{'Old East Slavic': ['сꙑнъOld Ruthenian'], 'Cyrillic': ['син'], 'Glagolitic': ['ⱄⱏⰺⱀⱏ'], 'Bulgarian': ['син'], 'Macedonian': ['син'], 'Latin': ['sȋn'], 'Chakavian (Vrgada)': ['sȋn'], 'Chakavian (Orbanići)': ['sȋn'], 'Chakavian (Orlec)': ['sȋn'], 'Chakavian (Iž)': ['sȋn'], 'Slovene': ['sȋn (tonal)'], 'Old Czech': ['syn'], 'Czech': ['syn'], 'Kashubian': ['syn'], 'Old Polish': ['syn'], 'Polish': ['syn'], 'Slovak': ['syn'], 'Lower Sorbian': ['syn'], 'Upper Sorbian': ['syn']}"
a,1,a,100.0,2,True,,"{'Old East Slavic': ['аOld Ruthenian'], 'Old Novgorodian': ['а[4]'], 'Old Cyrillic': ['а'], 'Glagolitic': ['ⰰ'], 'Bulgarian': ['а'], 'Macedonian': ['а'], 'Cyrillic': ['а'], 'Latin': ['a'], 'Slovene': ['a'], 'Old Czech': ['a'], 'Czech': ['a', 'ja (Moravian)'], 'Slovak': ['a'], 'Old Polish': ['a'], 'Polish': ['a'], 'Kashubian': ['a'], 'Polabian': ['ă'], 'Slovincian': ['a'], 'Upper Sorbian': ['a'], 'Lower Sorbian': ['a']}"
korsta,5470,kråsta,100.0,2,True,"Uncertain. According to Pokorny, from Proto-Indo-European *kars- (“to card, scratch”), which is compared to Lithuanian kar̃šti (“to comb (wool or linen)”) (1sg. karšiù, 1sg. past karšiaũ), Latvian kā̀rst (“to comb (wool or linen)”) (1sg. kā̀ršu, 1sg. past kā̀rsu), Sanskrit कषति (káṣati, “to scrape, scratch”), Latin carrō, carriō, carreō, carō, cariō, careō (“to scratch, to comb (wool)”) (the Latin form varies between manuscripts and is uncertain).
Possibly related to Low German harsch (whence English harsh).

","{'Belarusian': ['кароста'], 'Russian': ['короста'], 'Ukrainian': ['короста'], 'Old Cyrillic': ['краста'], 'Glagolitic': ['ⰽⱃⰰⱄⱅⰰ'], 'Bulgarian': ['краста'], 'Macedonian': ['краста'], 'Cyrillic': ['краста'], 'Latin': ['krȁsta'], 'Slovene': ['krásta (tonal orthography)'], 'Old Czech': ['krásta'], 'Czech': ['chrásta'], 'Polish': ['krosta'], 'Slovak': ['chrasta']}"
